OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,,,CONTRACT_AMOUNT,CONTRACT_CURRENCY
ocds-0ud2q6-50303003-004-09,"ELABORACIÓN DE LOS ESTUDIOS RELATIVOS AL PROYECTO PARA LA MODERNIZACIÓN DEL TRANSPORTE MASIVO EN LA CIUDAD DE PUEBLA: ESTUDIO GENERAL URBANO, DE DEMANDA, ENCUESTAS ORIGEN-DESTINO Y MODELO DE TRANSPORTE; ANTEPROYECTO DE CORREDOR; SISTEMA DE SEMAFORIZACIÓN DEL CORREDOR; ACCESIBILIDAD A ESTACIONES; EVALUACIÓN SOCIAL Y FINANCIERA; ESTRUCTURA LEGAL Y APOYO TÉCNICO EN PROCESO DE LICITACIÓN Y OBRAS PARA LA SECRETARÍA DE GESTIÓN URBANA Y OBRA PÚBLICA PARA EL DESARROLLO SUSTENTABLE",open,H. AYUNTAMIENTO MUNICIPAL DE PUEBLA,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,6840349.25,MXN
ocds-0ud2q6-55312004-033-08,"Construccion de Red de Agua Potable, Linea de Conduccion y Tanque de Almacenamiento en el Poblado de Mascareýas en el Municipio de Nogales Sonora.",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5057494.82,MXN
ocds-0ud2q6-55312004-043-08,"Construccion de Tanque de Almacenamiento en la Colonia Solidaridad, todas estas obras en el municicpio de Nogales",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3736894.97,MXN
ocds-0ud2q6-55312004-079-08,"Construccion de Red de Agua Potable Etapa 1 en la Colonia Colosio, todas estas obras en el municipio de Nogales, Sonora",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6105574.55,MXN
ocds-0ud2q6-55312004-079-08,"Construccion de Red de Agua Potable Etapa 1 en la Colonia Colosio, todas estas obras en el municipio de Nogales, Sonora",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6105574.55,MXN
ocds-0ud2q6-55312004-033-08,"Construccion de Red de Agua Potable, Linea de Conduccion y Tanque de Almacenamiento en el Poblado de Mascareýas en el Municipio de Nogales Sonora.",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5057494.82,MXN
ocds-0ud2q6-55312004-043-08,"Construccion de Tanque de Almacenamiento en la Colonia Solidaridad, todas estas obras en el municicpio de Nogales",open,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3736894.97,MXN
ocds-0ud2q6-55312004-005-11,"MATERIAL ELECTRICO, BOMBA Y MOTOR",limited,"H. AYUNTAMIENTO MUNICIPAL DE NOGALES, SONORA","HIDROSISTEMAS BAJA, S. DE R.L. DE C.V.",,,340340.38,MXN
ocds-0ud2q6-55301005-006-09,"Suministro y fabricaciýn de: 13,665.60 m2 de carpeta asfýltica caliente de 5 cms. espesor y 2,068.81 ml de guarniciýn de concreto hidrýulico; suministro e instalaciýn de: 765.37 ml de tuberýa PVC de 4 y 8 pulgadas de diýmetro, en Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4026537.95,MXN
ocds-0ud2q6-55052006-006-09,"Pavimentación con carpeta asfáltica caliente en tramos aislados de las calles: Bacoachi, Cumpas, San Felipe, Etchojoa, Potam, de los Mayos, Hermenegildo Rangel e Iridio, en varias Colonias de la Ciudad de Hermosillo, Sonora",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6456756.19,MXN
ocds-0ud2q6-55052006-006-10,"* Suministro y colocaciýn de 12,617.14 m2 de carpeta asfýltica de 5 cms. de espesor, suministro y colocaciýn de 2,180.98 ml de guarniciýn tipo ""L"" de concreto hidrýulico premezclado de f'c=200 kg/cm2 en la Colonia Cafý Combate de la Ciudad de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5042746.87,MXN
ocds-0ud2q6-55052006-008-09,"* Suministro y colocación de 12,651.33 m2 de carpeta asfáltica de 5 cms. de espesor, suministro y colocación de 3,310.11 ml de guarnición tipo ""L"" de concreto hidráulico premezclado de f'c=200 kg/cm2, suministro e instalación de tubería de PVC hidráulica de 4"" de diámetro tipo RD-41 y de 6"" de diámetro tipo ANGER clase 7 y suministro e instalación de tubería de PVC hidraulica de 10"" de diámetro tipo ANGER clase 7 y de 8"" de diámetro tipo S-20, en las calles Santa Rosa entre Héroes de Caborca y Reyes, Pedro Rosas entre Blvd. Solidaridad y Emancipación, Opodepe entre Reyes y Yáñez, Tepache entre Simón Bley y Monteverde, Nacori Chico entre Simón Bley y Doce de Octubre en Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6142896.22,MXN
ocds-0ud2q6-55301005-014-10,"Suministro y colocaciýn de: 12,641.38 M2 con carpeta asfýltica caliente de 5 cm. de espesor, 675.68 M2 de losa de concreto de 18 cm. de espesor, 2,408.74 ml de guarniciýn tipo ""L"", 1,368.50 ml de tuberýa PVC sanitaria de 8"" diýmetro, 789.00 ml de tuberýa PVC hidrýulica de 4"" de diýmetro, 267.00 ml de tuberýa PVC hidrýulica de 6"" de diýmetro.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5327297.13,MXN
ocds-0ud2q6-55052006-017-10,"* El mejoramiento de vialidades consistirý, en la rehabilitaciýn de la capa superficial existente de pavimento de concreto asfýltico, el cual se fresara a una profundidad de 5 cm; El material asfýltico que es removido y suelto se mezclara con un juvenecedor, y una vez premezclado totalmente con la mezcla vieja darý una nueva textura para finalmente ser esparcida a travýs de la superficie de rodamiento y compactado para completar el proceso de reciclaje, en varias calles de la Cd. de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,35653220.2,MXN
ocds-0ud2q6-55052006-015-10,"* Suministro e instalaciýn de 14,911.90 ml de tuberýa de P.V.C. hidrýulica de 4"", 6"", 8"" y 10"" diýmetro (RD-41 y C-7), en la Colonia Adolfo Lýpez Mateos, en la Cd. de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4063703.52,MXN
ocds-0ud2q6-55052006-017-10,"* El mejoramiento de vialidades consistirý, en la rehabilitaciýn de la capa superficial existente de pavimento de concreto asfýltico, el cual se fresara a una profundidad de 5 cm; El material asfýltico que es removido y suelto se mezclara con un juvenecedor, y una vez premezclado totalmente con la mezcla vieja darý una nueva textura para finalmente ser esparcida a travýs de la superficie de rodamiento y compactado para completar el proceso de reciclaje, en varias calles de la Cd. de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,35653220.2,MXN
ocds-0ud2q6-55052006-015-10,"* Suministro e instalaciýn de 14,911.90 ml de tuberýa de P.V.C. hidrýulica de 4"", 6"", 8"" y 10"" diýmetro (RD-41 y C-7), en la Colonia Adolfo Lýpez Mateos, en la Cd. de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4063703.52,MXN
ocds-0ud2q6-55301005-014-10,"Suministro y colocaciýn de: 12,641.38 M2 con carpeta asfýltica caliente de 5 cm. de espesor, 675.68 M2 de losa de concreto de 18 cm. de espesor, 2,408.74 ml de guarniciýn tipo ""L"", 1,368.50 ml de tuberýa PVC sanitaria de 8"" diýmetro, 789.00 ml de tuberýa PVC hidrýulica de 4"" de diýmetro, 267.00 ml de tuberýa PVC hidrýulica de 6"" de diýmetro.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5327297.13,MXN
ocds-0ud2q6-55052006-006-10,"* Suministro y colocaciýn de 12,617.14 m2 de carpeta asfýltica de 5 cms. de espesor, suministro y colocaciýn de 2,180.98 ml de guarniciýn tipo ""L"" de concreto hidrýulico premezclado de f'c=200 kg/cm2 en la Colonia Cafý Combate de la Ciudad de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,5042746.87,MXN
ocds-0ud2q6-55052006-008-09,"* Suministro y colocación de 12,651.33 m2 de carpeta asfáltica de 5 cms. de espesor, suministro y colocación de 3,310.11 ml de guarnición tipo ""L"" de concreto hidráulico premezclado de f'c=200 kg/cm2, suministro e instalación de tubería de PVC hidráulica de 4"" de diámetro tipo RD-41 y de 6"" de diámetro tipo ANGER clase 7 y suministro e instalación de tubería de PVC hidraulica de 10"" de diámetro tipo ANGER clase 7 y de 8"" de diámetro tipo S-20, en las calles Santa Rosa entre Héroes de Caborca y Reyes, Pedro Rosas entre Blvd. Solidaridad y Emancipación, Opodepe entre Reyes y Yáñez, Tepache entre Simón Bley y Monteverde, Nacori Chico entre Simón Bley y Doce de Octubre en Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6142896.22,MXN
ocds-0ud2q6-55301005-006-09,"Suministro y fabricaciýn de: 13,665.60 m2 de carpeta asfýltica caliente de 5 cms. espesor y 2,068.81 ml de guarniciýn de concreto hidrýulico; suministro e instalaciýn de: 765.37 ml de tuberýa PVC de 4 y 8 pulgadas de diýmetro, en Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,4026537.95,MXN
ocds-0ud2q6-55052006-006-09,"Pavimentación con carpeta asfáltica caliente en tramos aislados de las calles: Bacoachi, Cumpas, San Felipe, Etchojoa, Potam, de los Mayos, Hermenegildo Rangel e Iridio, en varias Colonias de la Ciudad de Hermosillo, Sonora",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,6456756.19,MXN
ocds-0ud2q6-55052006-019-10,"* Suministro y colocaciýn de: 21,678.11 m2 de carpeta asfýltica de 5 y 6 cms. de espesor y 5,036.57 ml de guarniciýn tipo ""L"" e ""I"" de concreto hidrýulico premezclado de f'c=200 kg/cm2, suministro e instalaciýn de: 2,387.32 ml de tuberýa de P.V.C. hidrýulica de 4"", 6"" y 8"" de diýmetro (RD-41 y clase 7) y 2,557.28 ml de tuberýa de P.V.C. sanitaria de 8"" de diýmetro tipo S-20, en las Col. San Josý de las Minitas, Sahuaro, Palo Verde y Los Olivos, en la Cd. de Hermosillo, Sonora",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V.",,,8938588.89,MXN
ocds-0ud2q6-55301005-007-10,"Pavimentaciýn de 26,979.06 M2 con concreto asfýltico caliente en las Colonias Solidaridad IV etapa, Solidaridad, 4 De Marzo, Uniýn de Ladrilleros, Olivos, Nuevo Horizonte y Adolfo Lýpez Mateos, en la Ciudad de Hermosillo, Sonora.",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V.",,,8591103.54,MXN
ocds-0ud2q6-55052006-009-10,"* Los trabajos consistirýn en llevar a cabo el control de calidad en las compactaciones de los rellenos y terraplenes, asý como de la verificaciýn de la resistencia del concreto y acero en los trabajos de la construcciýn de obra pluvial en el Camino del Seri entre Blvd. Solidaridad y Blvd. Antonio Quiroga - Blvd. Quintas - Paseo Rio Sonora, en la Ciudad de Hermosillo, Sonora",open,H. AYUNTAMIENTO MUNICIPAL DE HERMOSILLO SONORA,"OESTEC DE MEXICO, S.A. DE C.V.",,,884506.9,MXN
ocds-0ud2q6-48303004-040-10,Reconstrucción de calle Paseo de las Américas carril oriente (Muro de contención) y Muro de contención por Av. Paseo de las Américas carril poniente,direct,"H. AYUNTAMIENTO MUNICIPAL DE GUADALUPE, NUEVO LEÓN","DESARROLLO Y CONSTRUCCIONES URBANAS, S.A. DE C.V.",,,6345025.07,MXN
ocds-0ud2q6-48303004-006-10,"Desazolve, Limpieza y Retiro de material de escombro",open,"H. AYUNTAMIENTO MUNICIPAL DE GUADALUPE, NUEVO LEÓN","DESARROLLO Y CONSTRUCCIONES URBANAS, S.A. DE C.V.",,,1796306.39,MXN
ocds-0ud2q6-52302001-001-10,Plan integral de movilidad urbana sustentable para Cozumel (ESTUDIOS),open,H. AYUNTAMIENTO CONSTITUCIONAL DE COZUMEL DEL ESTADO DE QUINTANA ROO,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,8201540,MXN
ocds-0ud2q6-AA-911043999-E161-2014,Adquisición de licencia educativa de software,direct,GTO-Universidad de Guanajuato,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,166050,MXN
ocds-0ud2q6-AA-911043999-E95-2016,BOMBA DE DESPLAZAMIENTO POSITIVO TIPO DOSIFICADORA,direct,GTO-Universidad de Guanajuato,"FLUIDOS TECNICOS, S.A. DE C.V.",,,111241,MXN
ocds-0ud2q6-IO-009KDH999-N34-2015,PROYECTO EJECUTIVO PARA LA CONSTRUCCIÓN DEL CAMINO PERIMETRAL Y SUS INSTALACIONES COMPLEMENTARIAS EN EL LADO NORTE DEL POLÍGONO DE NAICM,limited,"Grupo Aeroportuario De La Ciudad de México, S.A. de C.V.","CAL Y MAYOR Y ASOCIADOS, S.C.",,,5997988.52,MXN
ocds-0ud2q6-LO-009KDH999-E51-2016,SERVICIOS DE SUPERVISIÓN TÉCNICA Y ADMINISTRATIVA DE CONSTRUCCIÓN PARA EL EDIFICIO TERMINAL DEL NUEVO AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,open,"Grupo Aeroportuario De La Ciudad de México, S.A. de C.V.","CAL Y MAYOR Y ASOCIADOS, S.C.",,,1157439743,MXN
ocds-0ud2q6-LO-009KDH999-E73-2017,"CONSTRUCCIÓN DE LA RED DE DISTRIBUCIÓN ELÉCTRICA DE MEDIA TENSIÓN EN 23KV Y SUBESTACIONES, INCLUYE CABLEADO ESTRUCTURADO DEL NUEVO AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO.",open,"Grupo Aeroportuario de la Ciudad de México, S.A. de C.V.",ICA FLUOR DANIEL S. DE R.L. DE C.V.,,,3656005432,MXN
ocds-0ud2q6-LO-009KDH999-E88-2017,CONSTRUCCIÓN DE LAS PLANTAS CENTRALES DE SERVICIOS (CUP”A” Y CUP “B”) DEL NUEVO AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO,open,"Grupo Aeroportuario de la Ciudad de México, S.A. de C.V.",ICA FLUOR DANIEL S. DE R.L. DE C.V.,,,4267339855,MXN
ocds-0ud2q6-55070071-023-10,"PAVIMENTACION DE LA AVENIDA XII ENTRE CALLE 10 Y CALLE 19 EN LA LOCALIDAD DE GUAYMAS, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"CONSTRUCTORA TRAX, S.A. DE C.V.",,,5282158.26,MXN
ocds-0ud2q6-55070013-052-08,"Construcciýn de terracerias,obras de drenaje, pavimentaciýn y seýalamiento del camino Onavas-E.C. Hermosillo-Yecora, tramo del km. 0+000 al km, 13+110.30, en el Estado de Sonora",open,GOBIERNO DEL ESTADO DE SONORA,"GLUYAS CONSTRUCCIONES, S.A. DE C.V.",,,43552377.91,MXN
ocds-0ud2q6-55070013-084-08,"Construcciýn de Libramiento de Nogales, tramo: del km. 5+000 al km. 10+000, en el Estado de Sonora.",open,GOBIERNO DEL ESTADO DE SONORA,"GLUYAS CONSTRUCCIONES, S.A. DE C.V.",,,130836775.06,MXN
ocds-0ud2q6-55070071-010-08,"AMPLIACION Y CONSTRUCCION DEL BOULEVARD QUIROGA EN EL TRAMO DEL BOULEVARD GARCIA MORALES AL BOULEVARD MUSARO (SUBTRAMO BOULEVARD COLOSIO-BOULEVARD PASEO RIO SONORA), EN HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,62597566.64,MXN
ocds-0ud2q6-55070013-041-08,"Reconstrucciýn del camino Hermosillo-Mazatan-El Novillo-Sahuaripa, tramo del km. 41+000 al km. 50+000, en varios municipios, en el Estado de Sonora.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3626890.65,MXN
ocds-0ud2q6-55070013-042-08,"Reconstrucciýn del Camino Hermosillo-Mazatýn-El Novillo-Sahuaripa, tramo del km. 51+000 al km. 61+000, en varios municipios, en el Estado de Sonora",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3970380.72,MXN
ocds-0ud2q6-55070013-003-10,"PARTIDA 1: SUMINISTRO DE 800M3 DE MEZCLA ASFALTICA ELABORADA EN PLANTA (CARPETA CALIENTE), PARA LA RESIDENCIA DE CABORCA._x000D_ PARTIDA 2: SUMINISTRO DE 1,800M3 DE MEZCLA ASFALTICA ELABORADA EN PLANTA (CARPETA CALIENTE), PARA LA RESIDENCIA DE HERMOSILLO.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,2322540,MXN
ocds-0ud2q6-55070071-056-08,"AMPLIACION Y CONSTRUCCION DEL BLVD. COLOSIO, DEL BLVD. QUINTERO ARCE AL BLVD. GARCIA MORALES, EN HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,39892534.13,MXN
ocds-0ud2q6-55070013-063-08,"Construcciýn de terracerýas, obras de drenaje, pavimentaciýn y seýalamiento del Camino Bacadehuachi-Nacori Chico, tramo: del km. 0+000 al km. 30+000, en el Estado de Sonora.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,119582394.14,MXN
ocds-0ud2q6-55070071-017-09,"EMBOVEDAMIENTO DE LOS CANALES Y MODERNIZACION DE LOS BOULEVARES LAZARO CARDENAS Y LOPEZ PORTILLO, EN HERMOSILLO, SONORA (MODERNIZACION DEL BLVD. LOPEZ PORTILLO DEL BLVD. MORELOS AL PUENTE ALTAMIRANO)",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,32617233.27,MXN
ocds-0ud2q6-55070071-112-08,"CONSTRUCCION DEL BLVD. QUIROGA EN EL TRAMO DEL BLVD. GARCIA MORALES AL BLVD. MUSARO (Sub - Tramo Blvd. Garcia Morales - Blvd. Colosio), EN LA LOCALIDAD DE HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,24495680.57,MXN
ocds-0ud2q6-55070071-112-08,"CONSTRUCCION DEL BLVD. QUIROGA EN EL TRAMO DEL BLVD. GARCIA MORALES AL BLVD. MUSARO (Sub - Tramo Blvd. Garcia Morales - Blvd. Colosio), EN LA LOCALIDAD DE HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,24495680.57,MXN
ocds-0ud2q6-55070013-003-10,"PARTIDA 1: SUMINISTRO DE 800M3 DE MEZCLA ASFALTICA ELABORADA EN PLANTA (CARPETA CALIENTE), PARA LA RESIDENCIA DE CABORCA._x000D_ PARTIDA 2: SUMINISTRO DE 1,800M3 DE MEZCLA ASFALTICA ELABORADA EN PLANTA (CARPETA CALIENTE), PARA LA RESIDENCIA DE HERMOSILLO.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,2322540,MXN
ocds-0ud2q6-55070071-056-08,"AMPLIACION Y CONSTRUCCION DEL BLVD. COLOSIO, DEL BLVD. QUINTERO ARCE AL BLVD. GARCIA MORALES, EN HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,39892534.13,MXN
ocds-0ud2q6-55070013-063-08,"Construcciýn de terracerýas, obras de drenaje, pavimentaciýn y seýalamiento del Camino Bacadehuachi-Nacori Chico, tramo: del km. 0+000 al km. 30+000, en el Estado de Sonora.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,119582394.14,MXN
ocds-0ud2q6-55070071-017-09,"EMBOVEDAMIENTO DE LOS CANALES Y MODERNIZACION DE LOS BOULEVARES LAZARO CARDENAS Y LOPEZ PORTILLO, EN HERMOSILLO, SONORA (MODERNIZACION DEL BLVD. LOPEZ PORTILLO DEL BLVD. MORELOS AL PUENTE ALTAMIRANO)",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,32617233.27,MXN
ocds-0ud2q6-55070071-010-08,"AMPLIACION Y CONSTRUCCION DEL BOULEVARD QUIROGA EN EL TRAMO DEL BOULEVARD GARCIA MORALES AL BOULEVARD MUSARO (SUBTRAMO BOULEVARD COLOSIO-BOULEVARD PASEO RIO SONORA), EN HERMOSILLO, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,62597566.64,MXN
ocds-0ud2q6-55070013-041-08,"Reconstrucciýn del camino Hermosillo-Mazatan-El Novillo-Sahuaripa, tramo del km. 41+000 al km. 50+000, en varios municipios, en el Estado de Sonora.",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3626890.65,MXN
ocds-0ud2q6-55070013-042-08,"Reconstrucciýn del Camino Hermosillo-Mazatýn-El Novillo-Sahuaripa, tramo del km. 51+000 al km. 61+000, en varios municipios, en el Estado de Sonora",open,GOBIERNO DEL ESTADO DE SONORA,"GRUPO CONSTRUCCIONES PLANIFICADAS, S.A. DE C.V.",,,3970380.72,MXN
ocds-0ud2q6-55070071-010-09,"PAVIMENTACION DE VARIAS CALLES Y AVENIDAS, EN LA LOCALIDAD DE CABORCA, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V.",,,25456924.13,MXN
ocds-0ud2q6-55070071-073-08,"PAVIMENTACION DE VARIAS CALLES Y AVENIDAS (Paquete No. 1), EN CABORCA, SONORA",open,GOBIERNO DEL ESTADO DE SONORA,"TECNOASFALTOS Y TERRACERIAS, S.A. DE C.V.",,,17909100.09,MXN
ocds-0ud2q6-AA-010K2O001-N95-2014,Asesoría para la recuperación de cartera vencida 2014,direct,Fideicomiso de Fomento Minero,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,250000,MXN
ocds-0ud2q6-SA-010K2O001-N102-2015,Asesoría para la recuperación de cartera vencida 2015,direct,Fideicomiso de Fomento Minero,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,120000,MXN
ocds-0ud2q6-SA-010K2O001-N104-2015,Asesoría para la recuperación de cartera vencida 2015,direct,Fideicomiso de Fomento Minero,"CAL Y MAYOR Y ASOCIADOS, S.C.",,,120000,MXN
ocds-0ud2q6-10101001-136-09,Bomba Sumergible,direct,"EXPORTADORA DE SAL, S.A. DE C.V.","HIDROSISTEMAS BAJA, S. DE R.L. DE C.V.",,,19900,MXN
ocds-0ud2q6-10101001-131-09,BOMBA SUMERGIBLE 6 HP.,direct,"EXPORTADORA DE SAL, S.A. DE C.V.","HIDROSISTEMAS BAJA, S. DE R.L. DE C.V.",,,123641.28,MXN
ocds-0ud2q6-SA-010K2N001-N525-2015,BOMBA DOSIFICADORA DESPLAZAMIENTO POSIT,direct,"EXPORTADORA DE SAL, S.A. DE C.V.","HIDROSISTEMAS BAJA, S. DE R.L. DE C.V.",,,90675.72,MXN
ocds-0ud2q6-SA-010K2N001-N526-2015,"Bomba sumergible de 3"" 6 HP",direct,"EXPORTADORA DE SAL, S.A. DE C.V.","HIDROSISTEMAS BAJA, S. DE R.L. DE C.V.",,,174634.72,MXN
ocds-0ud2q6-10101001-026-08,Equipos y Herramientas,open,"EXPORTADORA DE SAL, S.A. DE C.V.","LYM DE MEXICO, S.A. DE C.V.",,,1483683.84,MXN
ocds-0ud2q6-10101001-140-09,"HOUSING, GLAND C. I.",direct,"EXPORTADORA DE SAL, S.A. DE C.V.","METSO MINERALS MÉXICO, S.A. DE C.V.",,,30724.19,MXN
ocds-0ud2q6-LA-010K2N001-E370-2017,Equipos Diversos 2do Procedimiento,open,"EXPORTADORA DE SAL, S.A. DE C.V.","WEIR MINERALS MEXICO, S.A. DE C.V.",,,133560,USD
ocds-0ud2q6-SA-010K2N001-N280-2015,Refacciones y accesorios menores de maquinaria y otros equipos,direct,"EXPORTADORA DE SAL, S.A. DE C.V.","WEIR MINERALS MEXICO, S.A. DE C.V.",,,36030.68,MXN
ocds-0ud2q6-LA-03891A003-N353-2013,EXTREMO LOQUIDO DE BOMBA CENTRIFUGA VERTICAL,open,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S. A. DE C. V.","FLUIDOS TECNICOS, S.A. DE C.V.",,,88542,USD
ocds-0ud2q6-11163002-016-10,Adquisicion de Maquinaria y Equipo para un Laboratorio de Conformado de Materiales,open,"CORPORACIÓN MEXICANA DE INVESTIGACIÓN EN MATERIALES, S. A. DE C. V.","PRAXAIR MÉXICO, S.DE R.L. DE C.V.",,,83468.13,MXN
ocds-0ud2q6-18200002-097-10,optimizaciýn de la ingenieria conceptual y mejoramiento de los indicadores econýmicos de la estaciýn de acondicionamiento de gas Lakach (EAGL),direct,"COMPAÑÍA MEXICANA DE EXPLORACIONES, S.A. DE C.V.",ICA FLUOR DANIEL S. DE R.L. DE C.V.,,,4664829,MXN
ocds-0ud2q6-IO-016B00011-N28-2013,IO-016B00011-N28-2013-APAZU-POZO-ZONA NORTE,limited,Comisión Nacional del Agua,"CONSTRUCTORES Y URBANIZADORES DEL NOROESTE, S.A. DE C.V.",,,2140390.66,MXN
